,BUSINESS_NAME,DBA_NAME,ZIP_CODE,LOCATION,zip
779,OAK EATS INC,BROADWAY GRILL,90014-1801,"(34.0466, -118.2516)",90014
780,MARIA M CRUZ,MARIA'S MINI MARKET,90007-1238,"(34.04, -118.288)",90007
781,JESSICA MARISOL PACHECO LEON,PACHECO MINI MARKET,90003-2902,"(33.9623, -118.2736)",90003
782,CHEERS BEERS MARKET,CHEERS BEERS MARKET,90031-1417,"(34.0923, -118.204)",90031
783,CARLOS ROBLES,ROCKVIEW DAIRY,90042-4016,"(34.1093, -118.1992)",90042
784,HILARIO ROSADO TENORIA,MOISES MINI MARKET,90011-3828,"(34.0038, -118.2499)",90011
785,SUNG HO LEE,JULIE'S MARKET,90065-2919,"(34.1172, -118.2423)",90065
786,DEMETRIO PEREZ,DEMETRIO PEREZ,90011-3508,"(34.0055, -118.2608)",90011
787,PHILIP YOUNG KWON,ADAMS BARGAIN,90018-2241,"(34.0325, -118.3334)",90018
788,OFELIA PENA GARCIA,LA ESPECIAL MINI MARKET,90023-3024,"(34.0208, -118.2032)",90023
789,JEANNIE WONG,GOLDEN PLAZA,90031-2200,"(34.076, -118.2169)",90031
790,YOON JUNG SHIN,YOON JUNG SHIN,90062-1104,"(34.0147, -118.3089)",90062
791,DJA TWENTY INVESTMENTS INC,DJA TWENTY INVESTMENTS INC,90034-0034,"(34.028, -118.4027)",90034
792,THE VONS COMPANIES INC,VONS 2655 | VONS SHOP *255,90041-2512,"(34.1358, -118.1885)",90041
793,TED SASAKI/SONS INC,M N ADLONG MARKET,90007-1513,"(34.0327, -118.296)",90007
794,DEMETRIO NOLASCO PEREZ,DISTRIBUIDORA SANTA CRUZ,90057-3165,"(34.059, -118.2737)",90057
795,DAINIUS ANTANAITIS,DAINIUS ANTANAITIS,90007-1557,"(34.0342, -118.2979)",90007
796,PLAZA DELL VALLE MARKET INC,PLAZA DELL VALLE MARKET INC,90005-1902,"(34.0577, -118.2946)",90005
797,ROXANA E HERNANDEZ,MI CARNAL 99 CENT PLUS,90018-3881,"(34.0232, -118.3088)",90018
798,HUGO A PEREZ,HUGO A PEREZ,90059-1246,"(33.9334, -118.239)",90059
799,MOHAMMED NAZRUL ISLAM / ABDUL QUDDUS,PRINCE MARKET,90003-1715,"(33.9773, -118.2826)",90003
800,JUAN D DUARTE,7 N 8 FOODSTORE,90057-4125,"(34.0551, -118.2761)",90057
801,TOV BROS CORP,UNO PRODUCE MARKET,90037-2221,"(34.009, -118.2783)",90037
802,ADVANCE FRESH FOOD CORPORATION,KHIM HNIM AYE,90013-1900,"(34.048, -118.2513)",90013
803,LEE HENG INC,B & B MINI-MART,90008-2502,"(34.0092, -118.3351)",90008
804,MI KYUNG LEE,INNER CITY MARKET,90062-1168,"(34.0155, -118.3041)",90062
805,FLORA DEL CARMEN GUEVARA,KING SERVICE,90003-4923,"(33.9417, -118.2651)",90003
806,1549 GOLDEN MARKET INC,THE GOLDEN DREAMER,90026-2430,"(34.0643, -118.2601)",90026
807,UBALDO LOPEZ,HI MARKET,90019-4311,"(34.0477, -118.326)",90019
808,NORTHGATE GONZALEZ LLC,NORTHGATE MARKETS,90006-2011,"(34.0522, -118.2825)",90006
809,JOE SUPERMARKET INC,JOE SUPERMARKET,90066-5272,"(34.001, -118.4278)",90066
810,DELFINA M CABRERA,DELFINA M CABRERA,90003-1535,"(33.9831, -118.2739)",90003
811,CHURCH OF JESUS CHRIST OF LATTER-DAY SAINTS,CHURCH OF JESUS CHRIST OF LATTER-DAY SAINTS,90023-2630,"(34.0215, -118.2201)",90023
812,ALI SYED,A.O. GARCIA | KINGS MARKET,90047-2718,"(33.9663, -118.309)",90047
813,GIL AN/HI BOCK HONG,LA MEXICANA MARKET,90011-4436,"(34.0001, -118.2477)",90011
814,THE VONS COMPANIES INC,VONS #3263 | VONS 3263,90026-3129,"(34.0796, -118.2621)",90026
815,BIRUKTAWIT TSEGAYE,TAYTU MINE MART,90019-3152,"(34.0484, -118.3299)",90019
816,ARMAG OIL # 5 INC,ARMAG OIL # 5 INC,90039-1803,"(34.1161, -118.2634)",90039
817,WON/MICHA SHIM,7-ELEVEN STORE 18821B,90064-1938,"(34.0407, -118.437)",90064
818,REGINA AVILA AGUILAR,REGINA AVILA AGUILAR,90031-3201,"(34.0696, -118.2211)",90031
819,STEVE D PARK,LITTLE GROCERY MARKET,90026-1805,"(34.0844, -118.2537)",90026
820,EMILIA GARCIA,LA GUADALUPANA MARKET,90031-3353,"(34.069, -118.2155)",90031
821,QUINCY GLOBAL ENTERPRISES INC,3-MINUTE MINI MARKET,90003-3634,"(33.9564, -118.2781)",90003
822,LIVING WATER,LIVING WATER,90059-1242,"(33.935, -118.239)",90059
823,JOO KYUNG KIM,S & S MARKET,90002-2403,"(33.9532, -118.2418)",90002
824,YONGSAM/CHUNGJA LEE,RAY & ROY MARKET,90033-4404,"(34.0382, -118.2063)",90033
825,ISAIAS PECHER,LICHITA'S STORE,90057-4010,"(34.0544, -118.2781)",90057
826,A & H ENTERPRISES LLC,RASTA MINI MART,90008-2515,"(34.0104, -118.3348)",90008
827,GLATT WESTERN KOSHER INC,GLATT WESTERN KOSHER INC,90019-4226,"(34.0482, -118.3413)",90019
828,ARMANDO ESPINOZA,LA ESQUINITA,90015-3245,"(34.0423, -118.2808)",90015
829,PEDRO PRADO,PRADOS MARKET,90011-5628,"(34.002, -118.2652)",90011
830,MONA ALEMZADEH,DOWNTOWN FOOD CO & COMMISARY,90013-2116,"(34.0426, -118.2435)",90013
831,MAURA L CHAVEZ,LEYVA'S MINI MARKET,90037-3441,"(33.9932, -118.3)",90037
832,NUMERO UNO ACQUISITIONS LLC,NUMERO UNO MARKET,90037-3245,"(34.0007, -118.2783)",90037
833,L & G MINIMARKET LLC,L & G MINIMARKET LLC,90044-3625,"(33.9812, -118.2918)",90044
834,ISAI MORENO ZAMORA,LA ESQUINITA 99 STORE,90063-3170,"(34.0342, -118.2052)",90063
835,JOSE ROBERTO MOLINA,JOSE ROBERTO MOLINA,90001-2422,"(33.9736, -118.2564)",90001
836,MR PURDY'S INC,MR PURDY'S INC,90045-5301,"(33.9473, -118.3871)",90045
837,KARIM KURDI,MAR VISTA RANCH MARKET,90066-3830,"(34.0034, -118.4338)",90066
838,GURDEV SINGH,INDIA SPICES & GROCERY,90035-2657,"(34.0523, -118.3708)",90035
839,F & Y KOSHER MEAT MARKET CORP,SINAI KOSHER MARKET,90035-2313,"(34.0542, -118.381)",90035
840,HAFSA CORP,R-RANCH MARKET #14 | R-RANCH MARKET#14,90016-2625,"(34.0325, -118.3556)",90016
841,WITH LOVE COMMUNITY MARKET AND CAFE,WITH LOVE COMMUNITY MARKET AND CAFE,90018-3024,"(34.0294, -118.3102)",90018
842,SOFIA GALVEZ,GALVEZ MARKET,90033-1353,"(34.0565, -118.2071)",90033
843,JUAN A BARRIAS,HOMIES MINI MARKET,90026-2508,"(34.0782, -118.2603)",90026
844,MAX LIMA,MEXICANO WABASH MARKET,90033-2605,"(34.0499, -118.197)",90033
845,H H & S ENTERPRISES INC,7-ELEVEN STORE 19953C,90027-5840,"(34.0981, -118.3)",90027
846,BIANCA SANCHEZ,BEE'S STORE,90003-2240,"(33.9737, -118.2695)",90003
847,GREENHOUSE BRANDS,GREENHOUSE BRANDS,90077-1810,"(34.1158, -118.4635)",90077
848,RODOLFO GOMEZ,CIMARRON MARKET,90018-2528,"(34.0311, -118.3151)",90018
849,7-ELEVEN INC,7-ELEVEN STORE 34990H,90032-3531,"(34.0742, -118.1624)",90032
850,"SENATOR JEANS, INC.",RED TAG DISCOUNT WAREHOUSE,90003-1525,"(33.9814, -118.274)",90003
851,H MART LOS ANGELES LLC,H MART LOS ANGELES LLC,90005-3040,"(34.0624, -118.309)",90005
852,ROBERT S CHOI,UNION PLAZA MARKET,90017-1001,"(34.057, -118.2692)",90017
853,CATHY E KIM,YOUNG'S MARKET,90038-2970,"(34.0911, -118.3107)",90038
854,CATALINAS SUPERMARKET INC,CATALINAS SUPER MARKET,90029-2310,"(34.0901, -118.3091)",90029
855,JUAN C DELEON,1 STOP MARKET & DELI,90029-1502,"(34.0953, -118.2961)",90029
856,WILLIAM/YOUNG LEE 2001 REVOCABLE TRUST,GREEN CIRCLE MARKET,90057-2302,"(34.0615, -118.2695)",90057
857,TSUNAMI 2001 CORP,MAPLE LIQUOR JR MARKET,90047-4456,"(33.9416, -118.309)",90047
858,RALPHS GROCERY CO,FOOD 4 LESS #330,90023-3129,"(34.0188, -118.1987)",90023
859,SAIRA CRUZ,LIZ THIS AND THAT DISCOUNT,90004-4418,"(34.0765, -118.2998)",90004
860,DYD MARKET INC,SANTA MONICA GROCERY MEAT MARKET,90029-1803,"(34.0908, -118.2896)",90029
861,FLATHILLS INC,ANGELES MARKET,90057-3101,"(34.0584, -118.2723)",90057
862,JOSE E REYES,JOSE E REYES,90011-5008,"(33.9957, -118.2447)",90011
863,THE VONS COMPANIES INC,VONS #2268 | VONS 2268,90019-3745,"(34.05, -118.3668)",90019
864,IN HEYUNG CHO,IN HEYUNG CHO,90011-2130,"(34.0132, -118.2521)",90011
865,STUDIO FRANCISCO INC,UNITED STREETS OF ART,90028-6136,"(34.1026, -118.3395)",90028
866,FRANCISCO JUAN MATEO,LA TIENDITA MARKET,90006-3002,"(34.052, -118.2758)",90006
867,"LENTO MARKET, LLC","LENTO MARKET, LLC",90026-4423,"(34.071, -118.2509)",90026
868,ARONNO INC,ARONNO INC,90033-3006,"(34.0454, -118.2049)",90033
869,ROSALIA MOJICA,FUENTE DAVIDA,90042-2636,"(34.1184, -118.1893)",90042
870,CORNER SHOP LLC,CORNER SHOP LLC,90004-2308,"(34.0811, -118.2848)",90004
871,"KBAKE, INC.","KBAKE, INC.",90036-2571,"(34.0757, -118.3448)",90036
872,YONG LEE,55TH STREET MARKET,90011-4811,"(33.9934, -118.252)",90011
873,ROSA SIMONIAN,TAG'S MART,90008-1813,"(34.0167, -118.3344)",90008
874,REYNA ISABEL CASTRO,QUEEN MARKET,90003-4327,"(33.9479, -118.2692)",90003
875,MARTHA ODILIA OSORIO SANCHEZ,VICTORIA'S MINI MARKET,90044-3715,"(33.9852, -118.2914)",90044
876,GUADALUPE CRUZ,GUADALUPE CRUZ,90064-4725,"(34.0324, -118.4067)",90064
877,EUN YOUNG SUH,GREENFIELD DAIRY #3,90044-2225,"(33.9634, -118.3006)",90044
878,RALPHS GROCERY CO,RALPHS #206,90027-3405,"(34.1017, -118.3077)",90027
879,"51ST MARKET, INC.",51ST STREET MARKET,90011-4005,"(33.9968, -118.2648)",90011
880,EDUARDO E LUNA,LUNA SUPPLY,90021-1835,"(34.0337, -118.2445)",90021
881,VAROUJ KHANBABAIAN,AMERIKAZ ROUTE 66 TIRE,90042-1247,"(34.1297, -118.1881)",90042
882,GABRIELA SANCHEZ,GABRIELA SANCHEZ,90003-2830,"(33.964, -118.2782)",90003
883,NEETAM INC,FICKETT MARKET,90033-2515,"(34.0498, -118.2036)",90033
884,KFT GROCERY INC,KFT GROCERTY STORE,90012-2823,"(34.0601, -118.2381)",90012
885,TRADER JOE'S CO,TRADER JOE'S #215,90064-1211,"(34.0336, -118.4488)",90064
886,OCHA CLASSIC CORPORATION,OCHA CLASSIC CORPORATION,90020-2610,"(34.069, -118.2994)",90020
887,KINGANDFIG INC,7-ELEVEN STORE 37237A,90037-1222,"(34.0114, -118.2824)",90037
888,AZUCENA GONZALEZ MORENO,LA GUADALUPANA,90011-5405,"(34.0002, -118.2656)",90011
889,ELIZABETH LOPEZ ZACARIAS,ELIZABETH LOPEZ ZACARIAS,90011-4730,"(33.9927, -118.2562)",90011
890,"ENANOS DISTRIBUTION, INC","ENANOS DISTRIBUTION, INC",90006-4467,"(34.0409, -118.295)",90006
891,"HYEJUNG, INC.",FLORENCE MARKET,90001-2535,"(33.975, -118.2468)",90001
892,SKID ROW PEOPLE'S MARKET L.C.C.,SKID ROW PEOPLE'S MARKET,90013-2129,"(34.0444, -118.244)",90013
893,MARIANA GARCIA,GARCIAS MINI MARKET,90011-3440,"(34.0037, -118.2678)",90011
894,SALVADOR DORADO,ANTHONY'S FURNITURE,90042-1716,"(34.1208, -118.2037)",90042
895,"GLATT WESTERN YAYIN, INC.","GLATT WESTERN YAYIN, INC.",90048-5268,"(34.063, -118.3664)",90048
896,JERONIMO SANCHEZ LICON,TONY'S  MARKET,90037-2709,"(34.0056, -118.2783)",90037
897,GUDELIA CASTANO SERRANO,CASTANOS MINI MARKET,90003-1144,"(33.9854, -118.2783)",90003
898,MADONS CONVENIENT STORE LLC,MADONS CONVENIENT STORE LLC,90061-2521,"(33.9386, -118.2655)",90061
899,NUTRICION FUNDAMENTAL INC,NUTRICION FUNDAMENTAL,90026-2563,"(34.0784, -118.2604)",90026
900,MANPREET SINGH,EAST LA MARKET & LIQUOR,90033-3018,"(34.0483, -118.2041)",90033
901,SAKURA BD INC,SAKURA BD INC,90033-3006,"(34.0454, -118.2049)",90033
902,FRIENDLY MART LLC,99 CENT AND SMOKE SHOP,90003-4448,"(33.9441, -118.2826)",90003
903,SYED S A SHAH,SYED S A SHAH,90025-3837,"(34.0373, -118.459)",90025
904,TIFFANY YOON,LA FLOR DE MAYO MARKET,90005-1434,"(34.0597, -118.2904)",90005
905,VEER CRENSHAW PARTNERS INC,ARCO # 42186,90016-4802,"(34.0253, -118.3347)",90016
906,H H & S ENTERPRISES INC,7 ELEVEN STORE 15964F,90004-4307,"(34.0693, -118.3033)",90004
907,A & B AZUSA INC,SEAFOOD CITY SUPERMARKET-EAGLE ROCK,90041-1085,"(34.1427, -118.2245)",90041
908,YOBANI ARON SABANO SIS,JC MINI MARKET,90006-3708,"(34.0492, -118.279)",90006
909,HENRY VILLANUEVA MAGANA,DAN'S MINI MART,90044-1511,"(33.9343, -118.2912)",90044
910,RAMRIO ZAVALA,99 CENTS BUENA VISTA,90057-3105,"(34.0589, -118.2731)",90057
911,MOHAMMAD ELWIR/HASAN ALI,HI HO MARKET,90042-2821,"(34.119, -118.1787)",90042
912,KIBREAB BERHE,JACOBS MINI MARKET,90047-3044,"(33.9625, -118.3092)",90047
913,SUPER CENTER CONCEPTS INC,SUPERIOR GROCERS | SUPERIOR GROCERS #129,90065-3022,"(34.0964, -118.2082)",90065
914,CHOUDHURY ENTERPRISE LLC,ANARKALI EXPRESS,90038-3317,"(34.0854, -118.3424)",90038
915,RAHEL BOGALE,YONA MARKET,90008-1716,"(34.0158, -118.3435)",90008
916,ROSA ELENA AZANEDO,82 MARKET,90038-3145,"(34.0835, -118.3137)",90038
917,RALPHS GROCERY CO,FOOD 4 LESS #375,90006-2019,"(34.051, -118.2841)",90006
918,RALPHS GROCERY CO,FOOD FOR LESS #770,90017-1004,"(34.0573, -118.2698)",90017
919,RALPHS GROCERY CO,FOOD 4 LESS #359,90018-3910,"(34.0255, -118.3074)",90018
920,THE VONS COMPANIES INC,VONS #2077 | VONS 2077,90034-4204,"(34.0257, -118.4273)",90034
921,HERNALDO GUTIERREZ,HG & YG,90007-2142,"(34.0307, -118.2952)",90007
922,AMSALEWORK A JEMBERU/SAMUEL A MEKONNEN,SELAM MARKET & DELI,90019-3918,"(34.0494, -118.3589)",90019
923,RALPHS GROCERY CO,RALPHS GROCERY CO #291,90019-4235,"(34.0484, -118.3397)",90019
924,"J AND V MACIAS, INC.",CALL FOR CASH,90063-2946,"(34.0361, -118.1928)",90063
925,H H & S ENTERPRISES INC,7-ELEVEN STORE 25848D,90020-2556,"(34.0631, -118.2975)",90020
926,GLORIA PINEDA RODAS,NANCY FLOWER MINI MARKET,90037-4125,"(33.9932, -118.2783)",90037
927,ZACAPA MINI MARKET INC,ZACAPA MINI MARKET,90011-4226,"(33.9998, -118.2521)",90011
928,SMART & FINAL STORES LLC,SMART & FINAL #371,90036-3808,"(34.0624, -118.3495)",90036
929,RALPHS GROCERY CO,RALPHS GROCERY CO #289,90036-3701,"(34.0624, -118.3504)",90036
930,SOK CHON HAM,SOK CHON HAM,90026-5163,"(34.0678, -118.2521)",90026
931,YUMMY FOODS LLC,YUMMY FOODS LLC,90026-1058,"(34.0897, -118.2769)",90026
932,ANABEL VAZQUEZ CORRAL,ANABEL VAZQUEZ CORRAL,90011-5459,"(33.9991, -118.2561)",90011
933,"CHANG-TUH (L.A.), INC",EL RANCHO MARKET,90004-4003,"(34.0737, -118.3145)",90004
934,HAPPY SHOPPER MARKET LLC,HAPPY SHOPPER MARKET LLC,90044-6104,"(33.9744, -118.2849)",90044
935,ELENA RODRIGUEZ,DELIAS MINI MARKET,90019-3425,"(34.047, -118.3203)",90019
936,SF MARKETS LLC,SPROUTS # 411,90034-3347,"(34.0278, -118.393)",90034
937,ROBERTO A GIRON / YADIRA APARICIO,ROBERTO A GIRON / YADIRA APARICIO,90001-1130,"(33.9851, -118.2568)",90001
938,JAYDE ENTERPRISES LLC,JAYDEN ENTERPRISES LLC,90077-1724,"(34.1278, -118.4445)",90077
939,HFFM 2017 LLC,JR MARKET DISCOUNT,90003-3110,"(33.9631, -118.2648)",90003
940,CLARISA ALICIA GONZALEZ IBARRA,CLARISA ALICIA GONZALEZ IBARRA,90015-2361,"(34.0364, -118.2553)",90015
941,"FRESCO COMMUNITY MARKETS, LLC","FRESCO COMMUNITY MARKETS, LLC",90042-4943,"(34.1048, -118.1845)",90042
942,QUICK N GO LLC,QUICK N GO LLC,90015-2532,"(34.0366, -118.2577)",90015
943,SUPER CENTER CONCEPTS INC,THE MARKET BY SUPERIOR,90018-1064,"(34.0397, -118.3278)",90018
944,SHAMSAA GULWANI/MUMTAZ ALI GULWAN,VENICE DISCOUNT STORE,90034-7009,"(34.016, -118.4122)",90034
945,GROCERY MART INC,EASY MART,90057-1502,"(34.064, -118.2839)",90057
946,RALPHS GROCERY CO,RALPHS GROCERY CO #185,90045-2001,"(33.9773, -118.3722)",90045
947,NEW RELIANCE LLC,RELIANCE MINI MARKET,90044-3425,,90044
948,KWANG JOON CHO,BANCHAN CHOSUM,90020-3814,"(34.0679, -118.3091)",90020
949,TRADER JOE'S CO,TRADER JOE'S #240,90036-2106,"(34.0724, -118.3614)",90036
950,GRACIELA DE LA TORRE,DELILAHS MINI MARKET,90011-5641,"(34.0101, -118.2683)",90011
951,BHAN KANOM THAI INC.,BHAN KANOM THAI,90027-4912,"(34.1021, -118.3057)",90027
952,CALIFORNIA'S FAVORITE C-STORE COMPANY,7 ELEVEN STORE 38954H | 7-ELEVEN STORE 38954A,90010-2899,"(34.0628, -118.3087)",90010
953,BRENDA S NAVA MEDRANO,BRENDAXCHOCOLANDIA / NAVA'S MINI MARKET & PARTY SUPLIES,90003-3925,"(33.9503, -118.2823)",90003
954,RALPHS GROCERY CO,#100,90046-3409,"(34.0979, -118.3483)",90046
955,ANTONIO SERRANO,THE SERRANOS MINI MARKET,90044-3718,"(33.9844, -118.2912)",90044
956,MARICELA PASCUAL,MINI MARKET BENDICION,90005-1902,"(34.058, -118.2951)",90005
957,GRIGOR MALAKYAN,VERDUGO MINI MART,90065-3821,"(34.1254, -118.2314)",90065
958,TIN TIN WIN,7 STAR COFFEE,90014-1748,"(34.0464, -118.2539)",90014
959,CLAUDIA J MUSTIELES,ONE DOLLAR,90037-1031,"(34.0095, -118.2783)",90037
960,CHIVAS FARM INC,CHIVAS FARM MARKET,90003-2438,"(33.9677, -118.2779)",90003
961,BROWN ENTERPRISES LLC,GRAB N DASH,90047-5425,"(33.9667, -118.2936)",90047
962,MONTCLAIR RANCHO MARKET,MONTCLAIR RANCHO MARKET,90018-0000,"(0.0, 0.0)",90018
963,KITOV INC,SANTA MONICA KOSHER MARKET,90025-7905,"(34.045, -118.4525)",90025
964,ENRIQUE BARRALES,EL MILAGRO MINI MARKET,90003-1937,"(33.9796, -118.2695)",90003
965,SANTOS A GONZALEZ,CONCHITA MARKET,90031-2832,"(34.0737, -118.2047)",90031
966,LIZBETH HEREDIA,GARCIA MINI MARKET,90011-5706,"(33.9996, -118.2564)",90011
967,BUNCH MUNCH,BUNCH MUNCH,90020-6313,"(34.0679, -118.3037)",90020
968,MOTHERS NUTRITIONAL CENTER INC,MOTHERS NUTRITIONAL CENTER INC,90004-4430,"(34.0762, -118.3009)",90004
969,NUMERO UNO ACQUISITIONS LLC,NUMERO UNO MARKET,90011-,"(0.0, 0.0)",90011
970,EVELYN & BROTHERS INC,NUMERO UNO RANCHO MARKET #6,90018-2256,"(34.0325, -118.3327)",90018
971,JEREMY SHATTUCK,TEA PACT,90027-2754,"(34.1085, -118.2899)",90027
972,TRADER JOE'S CO,TRADER JOE'S D#7,90064-4123,"(34.0302, -118.4216)",90064
973,TRADER JOE'S CO,TRADER JOES #17,90027-3002,"(34.1072, -118.2721)",90027
974,ANGELICA M BELLO,ANGELICA'S MARKET,90011-4519,"(33.9945, -118.2703)",90011
975,MANDEEP SINGH,LOS 3 AMIGOS MARKET,90017-1761,"(34.0567, -118.2681)",90017
976,PASCUAL P SIMON,ROSITAS MINI MARKET,90011-3302,"(34.0089, -118.2513)",90011
977,HONORIO RAMIREZ,LA TIA MARQUET,90015-3544,"(34.0316, -118.2658)",90015
978,MITSUWA CORPORATION,MITSUWA CORPORATION,90066-3126,"(34.0042, -118.434)",90066
979,RODAS MARKET INC,EL RANCHITO MARKET,90065-2919,"(34.1181, 34.1181)",90065
980,JIMMY PARK,IPC BANG,90020-1983,"(34.0673, -118.2916)",90020
981,TRADER JOE'S CO,TRADER JOES NO 33,90045-4001,"(33.9592, -118.3962)",90045
982,TRADER JOE'S CO,TRADER JOE'S #31,90036-3022,"(34.0696, -118.344)",90036
983,SUNSET SMOKE SHOP,SUNSET SMOKE SHOP,90027-5709,"(34.0982, 34.0982)",90027
984,LOS ANGELES POLICE RELIEF ASSOCIATION INC,LOS ANGELES POLICE RELIEF ASSOCIATION INC,90012-3302,"(34.0515, -118.2413)",90012
985,TRADER JOE'S CO,TRADER JOE'S #119,90034-6010,"(34.0201, -118.4228)",90034
986,"LIM & LIM, INC.",THE PINK STORE,90059-,"(33.9315, -118.2307)",90059
987,IOP VAPES LLC,IOP VAPES LLC,90046-7524,"(34.0834, -118.3524)",90046
988,SMART & FINAL STORES LLC,SMART & FINAL #395,90064-1714,"(34.0356, -118.4378)",90064
989,TRADER JOE'S CO,TRADER JOES COMPANY #206,90028-8818,"(34.0998, -118.3266)",90028
990,WEIRD BEERS CORPORATION,WEIRD BEERS | WEIRD BEERS CORPORATION,90014-1851,"(34.0449, -118.2528)",90014
991,"PIQUE TEA, INC.","PIQUE TEA, INC.",90049-5105,,90049
992,2541 BARRINGTON CORPORATION,7-ELEVEN STORE 17590E,90064-2828,"(34.0279, -118.4428)",90064
993,SMART & FINAL STORES LLC,SMART & FINAL #470,90016-4266,,90016
994,SHAFIKA M ELBAILY,LA CIG & 99,90011-4729,"(33.9922, -118.2568)",90011
995,NORBERTO SANTAMARIA VAZQUEZ,LOS DOS AMIGOS MARKET,90019-4243,"(34.0483, -118.333)",90019
996,THE VONS COMPANIES INC,VONS 2261,90020-1604,"(34.069, -118.2903)",90020
997,ANTONIA M RIOS GUZMAN,ENMANUEL MINI MARKET,90058-2008,"(34.0031, -118.2401)",90058
998,AMINA KHATOON ROB,LEES MARKET,90044-4349,"(33.9389, -118.2869)",90044
999,LA SUNSET 7600 INC,7-ELEVEN STORE 18778D,90046-2715,"(34.0978, -118.3552)",90046
1000,JULIO FUENTES MENDOZA & ALICIA FUENTES,LA ALICIA MEAT MARKET,90063-3103,"(34.0356, -118.2007)",90063
1001,JOHN SHIN,SAM'S MARKET,90037-1939,"(34.0089, -118.2874)",90037
1002,CLAUDIA HERNANDEZ FREGOSO,CLAUDIA HERNANDEZ FREGOSO,90011-5101,"(33.9936, -118.2723)",90011
1003,"GALLERIA MARKET, LP",GALLERIA MARKET,90006-2370,"(34.0526, -118.3074)",90006
1004,BIPUL KUMAR SAHA,BC MARKET,90004-2107,"(34.0833, -118.2956)",90004
1005,VICENTE FOOD INC,VICENTE FOODS,90049-4922,"(34.0521, -118.4732)",90049
1006,LASKO LLC,LASKO LLC,90038-3909,"(34.0837, -118.323)",90038
1007,JINON CORP,NIJIYA MARKET,90025-6268,"(34.0391, -118.442)",90025
1008,JOHNNY & PARTNER INC,KAVITA GROCERY,90034-5902,"(34.0219, -118.4023)",90034
1009,MIGUEL A AGUILAR,EL DOLARITO +,90033-2502,,90033
1010,JUNG YEOL BAEK CHO,POMONA MARKET | POMONA MARKET,90031-2428,"(34.0779, -118.2028)",90031
1011,MICHAEL KIMBREW,NORM & WEST,90047-1841,"(33.9768, -118.3089)",90047
1012,ARTYOM AVETISYAN,A A SMOKE SHOP,90039-4019,"(34.1049, -118.2582)",90039
1013,MIGUEL ANGEL CAMPOS ADORNO & BEATRIZ GARCIA RUIZ,DT-LA MARKET & DELI,90014-1703,"(34.0469, -118.2522)",90014
1014,MEHAR MALKIT'S INC,ELEVEN UNION LIQUOR,90015-1907,"(34.048, -118.2753)",90015
1015,ANGELICA BAHENA BAHENA,J'S MINI MARKET & BEAUTY SUPPLY,90003-4043,"(33.9517, -118.2787)",90003
1016,DOROTEO HERNANDEZ,L A MARKET,90011-2651,"(34.0111, -118.27)",90011
1017,FAKHRY PAPEN,FAKHRY PAPEN,90024-4940,"(34.0555, -118.4418)",90024
1018,NOWHERE PARTNERS LLC,EREWHON NATURAL FOODS MARKET,90036-2734,"(34.0761, -118.3568)",90036
1019,"E & EE, INC.",BILL'S MARKET,90031-2001,"(34.0794, -118.2146)",90031
1020,BLANCA E MENDOZA,RJ'S MARKET,90032-2041,"(34.0814, -118.1832)",90032
1021,HUGO ORDAZ,ALMAS WATER MARKET,90063-2719,"(34.049, -118.1937)",90063
1022,KULBIR SINGH,Q & M STORE,90002-1625,"(33.9541, -118.259)",90002
1023,JESUS RAMOS-FIGUEROA,LA SAN MIGUEL  | LA SAN MIGUEL MARKET,90057-2456,"(34.0655, -118.2679)",90057
1024,SMART & FINAL STORES LLC,SMART & FINAL #459,90057-1008,"(34.0699, -118.2778)",90057
1025,SF MARKETS LLC,SPROUTS FARMERS MARKET,90024-5607,"(34.0508, -118.4379)",90024
1026,7353 MELROSE CORPORATION,7-ELEVEN STORE 39012B,90046-7573,"(34.0838, -118.3502)",90046
1027,MERCADO TLACOULA,MERCADO TLACOLULA,90019-5201,"(34.0451, 34.0451)",90019
1028,R & S SHARMA INC,7-ELEVEN STORE 39993A,90028-4605,"(34.1013, -118.3366)",90028
1029,DUNIA ARACELY LARIOS,LARIOS MINI MARKET,90003-2128,"(33.9716, -118.2736)",90003
1030,JONATHAN GOMEZ,LEO'S MARKET,90061-1758,"(33.9248, -118.2742)",90061
1031,ANDREW WONG,LUCKY ZONE LOTTERY & CIGARETTES,90014-2702,"(34.0454, -118.2546)",90014
1032,ALMA I PORTILLO,LA ESQUINITA MINI MARKET,90003-4320,"(33.9503, -118.2698)",90003
1033,CAROLINA PORTILLO/MARIO PORTILLO,MI OAXACA MARKET,90004-3405,"(34.0763, -118.2929)",90004
1034,SPROUTS BAKERY CAFE INC,SPROUTS BAKERY CAFE INC,90048-5801,"(34.0629, -118.3637)",90048
1035,GLEN GUNRAK HWANG,LAS PALMAS MARKET,90038-1241,"(34.0933, -118.3363)",90038
1036,RIGOBERTO GONZALEZ,RIGOBERTO GONZALEZ,90057-4023,"(34.0562, -118.276)",90057
1037,JSP SALES CORP,J.S.P MINI MARKET,90006-3901,"(34.0474, -118.2947)",90006
1038,FATMA A ELMAGHRBY,VERMONT FOOD MARKET,90044-3448,"(33.9616, -118.2921)",90044
1039,JEFFREY JAFAR,911 FOOD MART,90064-1312,,90064
1040,CALSO GROUP INC,EXPO SUPER MARKET,90037-1816,"(34.011, -118.2932)",90037
